,Unnamed: 0,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
11248,11248,Opel Insignia,Station wagon,21480,24600,125,Used,_Black,1.956,DIESEL,25,7,22,2018.0,Silver,5,5,Automatic,5.7,7.2,150
11249,11249,Opel Insignia,Sedans,21480,27000,100,Used,_Black,1.598,DIESEL,17,2,15,2018.0,Silver,4,5,Automatic,5.1,6.1,134
11250,11250,Opel Insignia,Station wagon,21450,31612,125,Used,_Black,1.956,DIESEL,24,6,19,2017.0,Silver,5,5,Automatic,5.7,7.4,150
11251,11251,Opel Insignia,Station wagon,21450,43788,125,Used,Full leather,1.956,DIESEL,27,8,26,2017.0,Silver,5,5,Automatic,5.7,7.5,150
11252,11252,Opel Insignia,Sedans,21450,12000,121,Used,_Black,1.49,BENZINE,20,4,17,2017.0,Green,4,5,Automatic,6.1,7.5,138
11253,11253,Opel Insignia,Station wagon,20900,16250,100,Used,_Black,1.598,DIESEL,11,3,11,2018.0,Grey_,5,5,Automatic,5.5,7.0,139
11254,11254,Opel Insignia,Station wagon,20900,29387,100,Employee's car,_Other,1.598,DIESEL,11,1,11,2018.0,Grey_,5,5,Automatic,5.2,6.8,137
11255,11255,Opel Insignia,Station wagon,20880,36500,125,Used,_Black,1.956,DIESEL,22,2,19,2017.0,Silver,5,5,Automatic,5.5,7.7,145
11256,11256,Opel Insignia,Station wagon,20850,22000,100,Used,_Other,1.956,DIESEL,19,1,13,2018.0,Black_,5,5,Automatic,5.1,6.5,117
11257,11257,Opel Insignia,Station wagon,20850,21900,121,Used,_Other,1.49,BENZINE,20,4,19,2017.0,Silver,5,5,Automatic,6.1,7.5,141
11258,11258,Opel Insignia,Station wagon,20850,21041,100,Used,_Grey,1.598,DIESEL,11,1,11,2018.0,Grey_,5,5,Automatic,5.2,6.8,137
11259,11259,Opel Insignia,Station wagon,20850,16279,100,Used,_Black,1.598,DIESEL,11,1,11,2018.0,Black_,5,5,Automatic,5.2,6.8,137
11260,11260,Opel Insignia,Sedans,20800,31207,125,Used,_Black,1.956,DIESEL,23,3,20,2017.0,Grey_,4,5,Automatic,5.6,7.1,147
11261,11261,Opel Insignia,Sedans,20790,17615,121,Used,_Black,1.49,BENZINE,22,3,20,2017.0,Grey_,4,5,Automatic,6.1,7.5,138
11262,11262,Opel Insignia,Station wagon,20790,34825,121,Used,Part leather,1.49,BENZINE,16,2,14,2017.0,Grey_,5,5,Automatic,5.8,7.5,137
11263,11263,Opel Insignia,Station wagon,20780,45644,125,Used,_Black,1.956,DIESEL,16,2,10,2017.0,Black_,5,5,Automatic,5.7,7.8,150
11264,11264,Opel Insignia,Sedans,20750,7189,125,Used,_Black,1.956,DIESEL,19,3,20,2017.0,Red,4,5,Automatic,5.5,7.4,145
11265,11265,Opel Insignia,Sedans,20700,25576,125,Used,_Black,1.956,DIESEL,21,6,19,2017.0,Silver,4,5,Automatic,5.5,7.4,145
11266,11266,Opel Insignia,Sedans,20750,25249,125,Used,_Black,1.956,DIESEL,21,6,21,2017.0,Silver,4,5,Automatic,5.5,7.4,145
11267,11267,Opel Insignia,Sedans,20670,30460,100,Used,_Black,1.598,DIESEL,19,2,17,2018.0,Grey_,4,5,Automatic,5.5,7.0,144
11268,11268,Opel Insignia,Sedans,20635,2400,100,Used,_Black,1.598,DIESEL,15,1,15,2018.0,Black_,4,5,Automatic,4.3,5.1,114
11269,11269,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11270,11270,Opel Insignia,Sedans,20630,11600,100,Used,"Full leather, Beige",1.598,DIESEL,21,2,15,2018.0,Red,4,5,Automatic,4.3,5.1,114
11271,11271,Opel Insignia,Sedans,21440,9521,100,Used,_Black,1.598,DIESEL,21,4,17,2017.0,Red,4,5,Automatic,5.0,6.5,129
11272,11272,Opel Insignia,Station wagon,21440,29750,121,Employee's car,_Black,1.49,BENZINE,18,2,16,2018.0,Black_,5,5,Automatic,6.1,7.5,141
11273,11273,Opel Insignia,Station wagon,21410,1,121,Pre-registered,_Black,1.498,BENZINE,19,2,18,2017.0,Blue_,5,5,Automatic,6.2,7.7,141
11274,11274,Opel Insignia,Station wagon,21410,1,121,Pre-registered,_Black,1.498,BENZINE,19,2,18,2017.0,Blue_,5,5,Automatic,6.2,7.7,141
11275,11275,Opel Insignia,Station wagon,21400,11558,100,Used,_Black,1.598,DIESEL,5,1,10,2018.0,Black_,5,5,Automatic,5.2,6.8,137
11276,11276,Opel Insignia,Station wagon,21400,16962,100,Used,_Black,1.598,DIESEL,6,1,10,2018.0,Grey_,5,5,Automatic,5.2,6.8,137
11277,11277,Opel Insignia,Station wagon,21390,12669,121,Employee's car,_Black,1.49,BENZINE,21,5,18,2017.0,White_,5,5,Automatic,6.2,7.7,141
11278,11278,Opel Insignia,Station wagon,21390,25368,121,Used,_Black,1.49,BENZINE,20,3,19,2017.0,Grey_,5,5,Automatic,6.2,7.7,141
11279,11279,Opel Insignia,Station wagon,21300,18500,121,Used,_Black,1.49,BENZINE,21,6,20,2017.0,Blue_,5,5,Automatic,6.2,7.7,141
11280,11280,Opel Insignia,Station wagon,21390,22785,121,Used,_Black,1.49,BENZINE,20,3,18,2017.0,Silver,5,5,Automatic,5.8,7.5,137
11281,11281,Opel Insignia,Compact,21300,36750,100,Used,_Other,1.598,DIESEL,9,1,9,2017.0,Silver,5,5,Automatic,5.1,6.1,134
11282,11282,Opel Insignia,Station wagon,21300,28000,100,Used,_Black,1.598,DIESEL,22,3,21,2018.0,Silver,5,5,Automatic,5.2,6.8,137
11283,11283,Opel Insignia,Station wagon,21250,30020,121,Used,_Black,1.49,BENZINE,21,3,18,2018.0,Silver,5,5,Automatic,5.8,7.5,137
11284,11284,Opel Insignia,Sedans,21222,7520,121,Used,_Black,1.49,BENZINE,19,2,18,2018.0,Brown_,4,5,Automatic,6.1,7.5,138
11285,11285,Opel Insignia,Station wagon,21200,20600,100,Employee's car,_Other,1.598,DIESEL,9,1,13,2018.0,Grey_,5,5,Automatic,5.2,6.8,137
11286,11286,Opel Insignia,Station wagon,21165,48562,125,Used,_Black,1.956,DIESEL,8,1,3,2017.0,Grey_,5,5,Automatic,5.7,7.5,150
11287,11287,Opel Insignia,Station wagon,21165,48562,125,Used,_Black,1.956,DIESEL,8,1,3,2017.0,Grey_,5,5,Automatic,5.7,7.5,150
11288,11288,Opel Insignia,Station wagon,21165,48562,125,Used,_Black,1.956,DIESEL,8,1,3,2017.0,Grey_,5,5,Automatic,5.7,7.5,150
11289,11289,Opel Insignia,Station wagon,21150,21460,121,Employee's car,_Black,1.49,BENZINE,20,5,20,2018.0,Silver,5,5,Automatic,6.2,7.7,141
11290,11290,Opel Insignia,Sedans,21000,30000,100,Used,_Other,1.598,DIESEL,19,3,20,2017.0,Silver,4,5,Automatic,4.9,6.4,129
11291,11291,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11292,11292,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11293,11293,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11294,11294,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11295,11295,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11296,11296,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11297,11297,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11298,11298,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11299,11299,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11300,11300,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11301,11301,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11302,11302,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11303,11303,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11304,11304,Opel Insignia,Station wagon,20500,25494,51,Used,_Black,1.956,DIESEL,12,2,8,2017.0,Grey_,5,5,Automatic,5.7,4.6,150
11305,11305,Opel Insignia,Sedans,20490,23935,100,Used,_Black,1.598,DIESEL,22,4,19,2018.0,Grey_,4,5,Automatic,4.3,5.1,134
11306,11306,Opel Insignia,Sedans,20480,8100,100,Used,_Black,1.598,DIESEL,18,4,19,2018.0,Black_,4,5,Automatic,5.5,7.0,144
11307,11307,Opel Insignia,Sedans,20480,22691,100,Used,_Black,1.598,DIESEL,20,1,18,2018.0,Black_,4,5,Automatic,4.3,5.1,114
11308,11308,Opel Insignia,Sedans,20450,29549,125,Used,_Black,1.598,BENZINE,18,3,15,2017.0,Grey_,4,5,Automatic,6.7,9.4,159
11309,11309,Opel Insignia,Station wagon,19800,36354,100,Used,Part leather,1.598,DIESEL,12,1,11,2017.0,Silver,5,5,Automatic,5.0,6.5,132
11310,11310,Opel Insignia,Station wagon,19450,99591,125,Used,_Black,1.956,DIESEL,21,4,20,2017.0,Grey_,5,5,Automatic,5.6,7.3,148
11311,11311,Opel Insignia,Sedans,20450,24338,125,Used,_Black,1.956,DIESEL,21,6,18,2017.0,Grey_,4,5,Automatic,5.5,7.4,145
11312,11312,Opel Insignia,Station wagon,19440,24152,121,Used,_Other,1.49,BENZINE,13,2,12,2017.0,Black_,5,5,Automatic,6.2,7.6,141
11313,11313,Opel Insignia,Sedans,19790,42300,184,Used,_Black,1.998,BENZINE,15,2,15,2017.0,Blue_,4,5,Automatic,7.8,10.8,184
11314,11314,Opel Insignia,Sedans,19770,16000,100,Used,_Black,1.598,DIESEL,21,2,16,2017.0,Blue_,4,5,Automatic,5.5,7.0,144
11315,11315,Opel Insignia,Station wagon,19770,22422,121,Used,_Black,1.49,BENZINE,14,3,14,2017.0,White_,5,5,Automatic,6.2,7.7,141
11316,11316,Opel Insignia,Sedans,19750,24900,100,Demonstration,_Black,1.598,DIESEL,22,5,19,2017.0,Grey_,4,5,Automatic,5.5,6.1,134
11317,11317,Opel Insignia,Sedans,19670,19500,100,Used,_Grey,1.598,DIESEL,18,1,16,2017.0,Grey_,4,5,Automatic,5.1,6.5,114
11318,11318,Opel Insignia,Station wagon,19770,52446,125,Used,_Black,1.956,DIESEL,18,5,18,2018.0,Blue_,5,5,Automatic,5.7,7.4,150
11319,11319,Opel Insignia,Station wagon,19600,40154,100,Used,_Black,1.598,DIESEL,12,1,5,2017.0,Black_,5,5,Automatic,5.1,6.5,142
11320,11320,Opel Insignia,Sedans,19725,24905,100,Used,_Other,1.598,DIESEL,21,5,18,2017.0,Silver,4,5,Automatic,4.2,5.8,126
11321,11321,Opel Insignia,Station wagon,19500,17600,100,Employee's car,Part leather,1.598,DIESEL,15,3,16,2017.0,Black_,5,5,Automatic,5.0,6.5,132
11322,11322,Opel Insignia,Station wagon,19500,24803,100,Employee's car,_Black,1.49,DIESEL,17,5,20,2018.0,Grey_,5,5,Automatic,5.7,7.3,130
11323,11323,Opel Insignia,Station wagon,19500,24600,100,Used,_Black,1.598,DIESEL,11,3,11,2018.0,Grey_,5,5,Automatic,5.5,7.0,139
11324,11324,Opel Insignia,Station wagon,19499,37125,125,Used,_Black,1.956,DIESEL,18,4,18,2017.0,Black_,5,5,Automatic,6.4,8.7,169
11325,11325,Opel Insignia,Sedans,19480,12979,100,Used,_Black,1.598,DIESEL,19,3,18,2017.0,Blue_,4,5,Automatic,5.1,6.5,114
11326,11326,Opel Insignia,Sedans,19490,30339,100,Used,_Black,1.598,DIESEL,20,2,15,2017.0,Silver,4,5,Automatic,5.1,6.1,134
11327,11327,Opel Insignia,Station wagon,19490,29800,125,Used,_Black,1.598,BENZINE,16,1,14,2017.0,White_,5,5,Automatic,7.2,9.8,170
11328,11328,Opel Insignia,Sedans,19490,14800,100,Used,_Black,1.598,DIESEL,21,4,20,2017.0,White_,4,5,Automatic,5.5,7.0,144
11329,11329,Opel Insignia,Station wagon,19330,60146,100,Used,_Black,1.598,DIESEL,17,2,16,2017.0,White_,5,5,Automatic,5.2,6.2,137
11330,11330,Opel Insignia,Station wagon,19299,25134,100,Used,_Black,1.598,DIESEL,17,3,14,2018.0,Blue_,5,5,Automatic,5.5,7.0,146
11331,11331,Opel Insignia,Station wagon,19299,26939,100,Used,_Black,1.598,DIESEL,16,2,16,2018.0,Silver,5,5,Automatic,5.5,7.0,146
11332,11332,Opel Insignia,Station wagon,19000,130000,51,Used,_Other,1.956,DIESEL,15,2,21,2017.0,White_,5,5,Automatic,5.7,7.8,149
11333,11333,Opel Insignia,Station wagon,19250,27103,100,Employee's car,_Black,1.598,DIESEL,18,3,20,2018.0,Grey_,5,5,Automatic,5.0,5.8,136
11334,11334,Opel Insignia,Sedans,18990,15678,100,Used,"Cloth, Beige",1.598,DIESEL,21,2,21,2017.0,White_,4,5,Automatic,5.5,7.0,144
11335,11335,Opel Insignia,Station wagon,18990,116000,125,Used,_Black,1.956,DIESEL,21,8,14,2017.0,White_,5,5,Automatic,6.2,8.5,164
11336,11336,Opel Insignia,Sedans,18990,34334,125,Used,_Black,1.956,DIESEL,15,1,6,2017.0,Black_,4,5,Automatic,5.7,7.8,150
11337,11337,Opel Insignia,Sedans,18990,17887,125,Used,_Black,1.598,BENZINE,20,4,13,2017.0,Red,4,5,Automatic,6.7,9.8,159
11338,11338,Opel Insignia,Station wagon,18990,17200,100,Used,_Black,1.598,DIESEL,17,2,15,2017.0,Blue_,5,5,Automatic,5.0,6.0,133
11339,11339,Opel Insignia,Sedans,18980,14990,100,Used,_Black,1.598,DIESEL,18,4,19,2018.0,Black_,4,5,Automatic,5.5,7.0,144
11340,11340,Opel Insignia,Station wagon,18960,54598,125,Used,_Black,1.956,DIESEL,17,5,14,2017.0,Grey_,5,5,Automatic,5.5,7.7,145
11341,11341,Opel Insignia,Sedans,18950,56000,100,Used,_Black,1.598,DIESEL,14,2,10,2017.0,Silver,4,5,Automatic,5.1,6.1,134
11342,11342,Opel Insignia,Station wagon,18980,84102,125,Used,_Black,1.956,DIESEL,22,4,20,2017.0,White_,5,5,Automatic,5.7,7.8,150
11343,11343,Opel Insignia,Station wagon,18970,25570,125,Used,_Black,1.956,DIESEL,19,5,18,2017.0,Grey_,5,5,Automatic,5.7,7.8,149
11344,11344,Opel Insignia,Sedans,18980,150800,125,Used,_Black,1.956,DIESEL,25,5,20,2017.0,Blue_,4,5,Automatic,5.7,7.8,150
11345,11345,Opel Insignia,Station wagon,18950,27850,100,Used,_Other,1.598,DIESEL,12,1,10,2017.0,Grey_,5,5,Automatic,5.0,6.5,132
11346,11346,Opel Insignia,Station wagon,20440,23530,121,Used,Cloth,1.49,BENZINE,20,2,19,2017.0,Blue_,5,5,Automatic,6.1,7.5,144
11347,11347,Opel Insignia,Station wagon,19450,99591,125,Used,_Black,1.956,DIESEL,21,4,20,2017.0,Grey_,5,5,Automatic,5.6,7.3,148
11348,11348,Opel Insignia,Station wagon,18950,28000,125,Used,_Black,1.956,DIESEL,20,6,19,2017.0,Grey_,5,5,Automatic,5.5,7.7,145
11349,11349,Opel Insignia,Sedans,20380,30125,125,Used,_Black,1.956,DIESEL,13,1,13,2017.0,Grey_,4,5,Automatic,4.3,5.5,114
11350,11350,Opel Insignia,Station wagon,20250,17450,125,Used,_Other,1.598,BENZINE,17,2,11,2017.0,White_,5,5,Automatic,7.0,9.8,166
11351,11351,Opel Insignia,Station wagon,20400,29910,125,Used,_Black,1.956,DIESEL,22,6,19,2017.0,Silver,5,5,Automatic,5.7,7.4,150
11352,11352,Opel Insignia,Sedans,20200,32300,121,Used,_Grey,1.49,BENZINE,22,5,19,2017.0,Grey_,4,5,Automatic,6.1,7.5,138
11353,11353,Opel Insignia,Station wagon,20000,24500,121,Used,_Other,1.49,BENZINE,21,4,19,2017.0,White_,5,5,Automatic,6.2,7.7,141
11354,11354,Opel Insignia,Station wagon,19990,22146,125,Used,_Black,1.956,DIESEL,18,4,18,2017.0,Grey_,5,5,Automatic,5.6,7.8,145
11355,11355,Opel Insignia,Station wagon,19990,53646,125,Used,_Black,1.956,DIESEL,14,5,13,2017.0,Silver,5,5,Automatic,5.6,7.8,145
11356,11356,Opel Insignia,Sedans,19990,29854,100,Used,_Black,1.598,DIESEL,12,1,11,2017.0,Black_,4,5,Automatic,5.1,6.5,114
11357,11357,Opel Insignia,Station wagon,19990,29736,100,Employee's car,_White,1.598,DIESEL,22,5,21,2018.0,Grey_,5,5,Automatic,5.1,6.1,134
11358,11358,Opel Insignia,Sedans,19990,9050,100,Used,_Black,1.598,DIESEL,18,3,17,2017.0,Brown_,4,5,Automatic,5.5,7.0,144
11359,11359,Opel Insignia,Sedans,19990,31830,100,Used,_Black,1.6,DIESEL,16,1,14,2017.0,Black_,4,5,Automatic,5.0,6.7,129
11360,11360,Opel Insignia,Station wagon,19990,60481,125,Used,_Black,1.956,DIESEL,18,5,17,2017.0,White_,5,5,Automatic,5.6,7.8,145
11361,11361,Opel Insignia,Sedans,19990,24900,100,Used,_Black,1.598,DIESEL,20,2,16,2018.0,Silver,4,5,Automatic,4.3,5.1,114
11362,11362,Opel Insignia,Sedans,19990,22900,100,Used,_Black,1.598,DIESEL,17,2,15,2018.0,White_,4,5,Automatic,4.3,5.1,114
11363,11363,Opel Insignia,Station wagon,19990,85000,125,Used,_Other,1.956,DIESEL,23,9,23,2017.0,Black_,5,5,Automatic,6.4,8.7,169
11364,11364,Opel Insignia,Sedans,19990,26100,100,Used,_Black,1.598,DIESEL,20,2,16,2018.0,Silver,4,5,Automatic,4.3,5.1,114
11365,11365,Opel Insignia,Station wagon,19980,26400,125,Used,_Black,1.956,DIESEL,24,6,25,2017.0,White_,5,5,Automatic,5.7,7.2,150
11366,11366,Opel Insignia,Sedans,19990,25200,100,Used,_Black,1.598,DIESEL,20,2,16,2018.0,Grey_,4,5,Automatic,4.3,5.1,114
11367,11367,Opel Insignia,Sedans,19950,23300,100,Demonstration,_Black,1.598,DIESEL,22,5,19,2017.0,White_,4,5,Automatic,5.5,6.1,134
11368,11368,Opel Insignia,Sedans,19980,24950,100,Used,_Grey,1.598,DIESEL,19,2,15,2017.0,Black_,4,5,Automatic,5.1,6.5,114
11369,11369,Opel Insignia,Station wagon,19980,52150,125,Used,_Black,1.956,DIESEL,18,5,17,2017.0,Silver,5,5,Automatic,6.4,8.7,169
11370,11370,Opel Insignia,Station wagon,19970,32300,125,Used,_Black,1.956,DIESEL,21,3,21,2017.0,Black_,5,5,Automatic,5.6,7.8,145
11371,11371,Opel Insignia,Sedans,19950,24881,100,Used,_Black,1.598,DIESEL,21,5,20,2017.0,Grey_,4,5,Automatic,4.3,5.1,114
11372,11372,Opel Insignia,Sedans,19920,24680,100,Used,_Black,1.598,DIESEL,19,2,17,2017.0,Grey_,4,5,Automatic,5.5,7.0,144
11373,11373,Opel Insignia,Station wagon,19900,29000,51,Used,_Other,1.956,DIESEL,9,2,12,2017.0,Grey_,5,5,Automatic,5.7,7.8,149
11374,11374,Opel Insignia,Station wagon,19950,47500,125,Used,"Full leather, Beige",1.956,DIESEL,21,4,21,2017.0,Green,5,5,Automatic,5.6,7.8,145
11375,11375,Opel Insignia,Station wagon,19900,85211,125,Used,_Other,1.956,DIESEL,6,1,9,2017.0,Grey_,5,5,Automatic,5.7,7.5,150
11376,11376,Opel Insignia,Station wagon,19900,96499,100,Used,_Black,1.598,DIESEL,16,3,7,2017.0,Grey_,5,5,Automatic,4.5,5.3,119
11377,11377,Opel Insignia,Station wagon,19900,13300,100,Used,_Black,1.598,DIESEL,11,1,11,2018.0,Black_,5,5,Automatic,5.2,6.8,137
11378,11378,Opel Insignia,Station wagon,19900,29853,100,Used,_Other,1.598,DIESEL,11,1,11,2018.0,White_,5,5,Automatic,5.2,6.8,137
11379,11379,Opel Insignia,Station wagon,19900,28000,100,Used,_Other,1.598,DIESEL,11,1,11,2018.0,Bronze,5,5,Automatic,4.6,5.5,119
11380,11380,Opel Insignia,Station wagon,19900,24853,100,Employee's car,_Other,1.598,DIESEL,16,2,10,2018.0,Grey_,5,5,Automatic,5.1,6.5,114
11381,11381,Opel Insignia,Station wagon,19900,27384,100,Used,_Black,1.598,DIESEL,16,2,11,2018.0,Black_,5,5,Automatic,4.1,4.8,109
11382,11382,Opel Insignia,Station wagon,19900,24178,100,Employee's car,_Grey,1.598,DIESEL,11,2,7,2018.0,Grey_,5,5,Automatic,5.2,6.8,137
11383,11383,Opel Insignia,Station wagon,19900,27419,100,Employee's car,_Grey,1.598,DIESEL,16,2,10,2018.0,Black_,5,5,Automatic,5.5,7.0,145
11384,11384,Opel Insignia,Sedans,19895,14980,100,Used,_Other,1.598,DIESEL,7,1,11,2017.0,Black_,4,5,Automatic,3.6,6.5,109
11385,11385,Opel Insignia,Sedans,19895,14980,100,Used,_Black,1.598,DIESEL,14,3,20,2017.0,Black_,4,5,Automatic,3.6,5.0,109
11386,11386,Opel Insignia,Station wagon,18450,30500,125,Used,_Black,1.956,DIESEL,16,4,20,2017.0,Silver,5,5,Automatic,5.6,7.8,145
11387,11387,Opel Insignia,Station wagon,18450,34300,125,Used,_Black,1.956,DIESEL,16,3,20,2017.0,Silver,5,5,Automatic,5.6,7.8,145
11388,11388,Opel Insignia,Sedans,18400,29295,100,Used,_Black,1.598,DIESEL,17,3,17,2017.0,Black_,4,5,Automatic,5.0,5.8,136
11389,11389,Opel Insignia,Station wagon,18950,88687,125,Used,_Black,1.956,DIESEL,19,3,16,2017.0,Grey_,5,5,Automatic,5.7,7.4,150
11390,11390,Opel Insignia,Station wagon,18950,35000,125,Used,_Grey,1.956,DIESEL,17,2,5,2017.0,Grey_,5,5,Automatic,5.0,6.0,139
11391,11391,Opel Insignia,Station wagon,18900,91910,125,Used,_Black,1.956,DIESEL,22,5,17,2017.0,Grey_,5,5,Automatic,5.7,7.8,150
11392,11392,Opel Insignia,Sedans,18900,23584,100,Used,_Black,1.598,DIESEL,19,3,14,2017.0,Black_,4,5,Automatic,5.1,6.1,134
11393,11393,Opel Insignia,Station wagon,18450,93000,125,Used,_Black,1.956,DIESEL,25,7,21,2017.0,Blue_,5,5,Automatic,5.5,7.7,146
11394,11394,Opel Insignia,Station wagon,18890,42444,125,Used,_Black,1.956,DIESEL,19,3,19,2017.0,Grey_,5,5,Automatic,6.4,8.7,169
11395,11395,Opel Insignia,Station wagon,18450,98473,125,Used,_Black,1.956,DIESEL,22,6,20,2017.0,Grey_,5,5,Automatic,5.5,7.7,145
11396,11396,Opel Insignia,Station wagon,18800,38000,125,Used,_Other,1.956,DIESEL,23,5,24,2017.0,Black_,5,5,Automatic,5.6,7.8,145
11397,11397,Opel Insignia,Sedans,18890,27800,100,Used,_Grey,1.598,DIESEL,18,1,14,2017.0,Silver,4,5,Automatic,5.1,6.5,114
11398,11398,Opel Insignia,Sedans,18890,24800,100,Used,_Black,1.598,DIESEL,18,1,16,2017.0,Grey_,4,5,Automatic,5.1,6.5,114
11399,11399,Opel Insignia,Sedans,18890,26100,100,Used,_Grey,1.598,DIESEL,18,1,16,2017.0,Grey_,4,5,Automatic,5.1,6.5,114
11400,11400,Opel Insignia,Sedans,18850,29248,100,Used,_Black,1.598,DIESEL,20,3,16,2017.0,Black_,4,5,Automatic,5.0,5.8,136
11401,11401,Opel Insignia,Station wagon,18800,22452,100,Used,_Grey,1.598,DIESEL,12,1,10,2017.0,Black_,5,5,Automatic,5.0,6.5,132
11402,11402,Opel Insignia,Sedans,18750,78000,121,Used,_Black,1.49,BENZINE,20,1,16,2017.0,Blue_,4,5,Automatic,6.1,7.5,138
11403,11403,Opel Insignia,Sedans,18700,12621,100,Used,_Black,1.598,DIESEL,15,2,17,2017.0,Silver,4,5,Automatic,5.0,5.8,136
11404,11404,Opel Insignia,Station wagon,18660,54000,125,Used,Cloth,1.956,DIESEL,17,4,17,2017.0,Grey_,5,5,Automatic,5.6,7.8,145
11405,11405,Opel Insignia,Station wagon,18650,34625,125,Used,_Black,1.956,DIESEL,16,4,17,2017.0,Black_,5,5,Automatic,5.7,7.8,150
11406,11406,Opel Insignia,Sedans,18500,24000,100,Used,_Other,1.598,DIESEL,19,3,22,2017.0,Silver,4,5,Automatic,5.1,6.1,134
11407,11407,Opel Insignia,Sedans,18490,20017,100,Used,_Black,1.598,DIESEL,12,1,11,2017.0,Silver,4,5,Automatic,5.1,6.1,134
11408,11408,Opel Insignia,Sedans,18490,11883,100,Used,_Black,1.598,DIESEL,13,4,16,2018.0,White_,4,5,Automatic,5.1,6.5,114
11409,11409,Opel Insignia,Station wagon,16890,65500,101,Used,_Other,1.598,DIESEL,6,1,3,2017.0,Grey_,5,5,Manual,5.1,6.5,114
11410,11410,Opel Insignia,Sedans,16900,24614,103,Employee's car,_Black,1.49,BENZINE,15,3,18,2018.0,Blue_,4,5,Manual,5.7,7.3,130
11411,11411,Opel Insignia,Sedans,16490,15258,74,Used,_Other,1.598,DIESEL,5,1,1,2018.0,Grey_,4,5,Manual,4.3,5.1,118
11412,11412,Opel Insignia,Sedans,16890,8200,100,Used,_Black,1.598,DIESEL,12,1,15,2017.0,Blue_,4,5,Manual,4.3,5.1,114
11413,11413,Opel Insignia,Sedans,16890,200,100,Used,_Black,1.598,DIESEL,9,2,15,2018.0,Grey_,4,5,Manual,5.2,6.5,137
11414,11414,Opel Insignia,Station wagon,16400,36000,88,Used,_Other,1.598,DIESEL,16,3,14,2017.0,White_,5,5,Manual,3.9,4.6,104
11415,11415,Opel Insignia,Compact,16490,31715,74,Used,_Other,1.598,DIESEL,19,1,13,2017.0,Silver,5,5,Manual,4.3,5.1,114
11416,11416,Opel Insignia,Station wagon,16480,35000,100,Used,_Black,1.598,DIESEL,19,5,16,2017.0,Grey_,5,5,Manual,3.9,4.6,103
11417,11417,Opel Insignia,Station wagon,16400,20900,100,Used,_Other,1.598,DIESEL,11,1,10,2017.0,Silver,5,5,Manual,5.1,6.5,114
11418,11418,Opel Insignia,Station wagon,16440,33800,100,Used,_Black,1.598,DIESEL,17,5,15,2017.0,Green,5,5,Manual,3.9,4.6,103
11419,11419,Opel Insignia,Station wagon,16479,61580,100,Used,Cloth,1.598,DIESEL,16,2,14,2017.0,Silver,5,5,Manual,4.1,4.8,109
11420,11420,Opel Insignia,Sedans,16400,24873,103,Employee's car,_Black,1.49,BENZINE,15,4,19,2018.0,Grey_,4,5,Manual,5.7,7.3,130
11421,11421,Opel Insignia,Station wagon,17990,27121,100,Used,Cloth,1.598,DIESEL,16,3,13,2017.0,Grey_,5,5,Manual,3.9,4.6,114
