,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
12914,OpelInsignia,Stationwagon,23187,0,100,New,Other,1.598,DIESEL,19,1,69,2019.0,Black,5.0,5,Manual,4.0,5.0,114
12915,OpelInsignia,Stationwagon,23187,0,100,New,Other,1.598,DIESEL,19,1,69,2019.0,Black,5.0,5,Manual,4.0,5.0,114
12916,OpelInsignia,Stationwagon,23025,0,103,New,Cloth-Other,1.49,BENZINE,5,1,9,2019.0,Black,5.0,5,Manual,5.6,7.1,128
12917,OpelInsignia,Stationwagon,37950,10,154,New,Fullleather-Black,2.0,DIESEL,25,8,20,2019.0,Black,5.0,5,Automatic,7.1,9.6,187
12918,RenaultClio,Compact,7650,161556,66,Used,Cloth-Grey,1.461,DIESEL,10,3,14,2016.0,White,5.0,5,Automatic,3.5,3.9,92
12919,RenaultClio,Stationwagon,13100,22000,66,Used,Partleather-Black,1.461,DIESEL,21,4,16,2016.0,White,5.0,5,Automatic,3.5,3.9,92
12920,RenaultClio,Sedans,13000,33000,66,Used,Other,1.461,DIESEL,8,1,7,2016.0,Black,4.0,5,Automatic,3.5,3.9,92
12921,RenaultClio,Stationwagon,12790,29830,66,Used,Cloth-Black,1.461,DIESEL,14,1,10,2017.0,Grey,5.0,5,Automatic,3.5,3.3,92
12922,RenaultClio,Sedans,11490,66222,66,Used,Other,1.461,DIESEL,12,1,12,2016.0,Grey,4.0,5,Automatic,3.2,3.3,82
12923,RenaultClio,Stationwagon,13000,39200,87,Used,Other,1.197,BENZINE,16,5,16,2016.0,Black,5.0,5,Automatic,5.4,6.8,120
12924,RenaultClio,Sedans,13990,10272,87,Used,Other,1.197,BENZINE,4,1,12,2017.0,Red,4.0,5,Automatic,5.4,6.8,120
12925,RenaultClio,Sedans,12700,20000,88,Used,Other,1.197,BENZINE,8,1,7,2016.0,White,4.0,5,Automatic,5.4,6.8,120
12926,RenaultClio,Sedans,14280,16381,66,Used,Other,1.461,DIESEL,7,1,10,2017.0,White,4.0,5,Automatic,3.5,3.9,105
12927,RenaultClio,Sedans,14200,8500,66,Used,Other,1.461,DIESEL,5,1,10,2017.0,White,4.0,5,Automatic,3.2,3.3,82
12928,RenaultClio,Compact,13950,19056,90,Used,Other,1.461,DIESEL,19,1,69,2017.0,White,5.0,5,Automatic,3.2,3.3,117
12929,RenaultClio,Sedans,13500,24000,66,Used,Other,1.461,DIESEL,21,7,20,2018.0,White,4.0,5,Automatic,4.2,4.8,108
12930,RenaultClio,Stationwagon,13900,20764,66,Employee'scar,Other,1.461,DIESEL,10,1,11,2018.0,White,5.0,5,Automatic,3.5,3.9,92
12931,RenaultClio,Sedans,14940,22300,87,Used,Cloth-Black,1.197,BENZINE,16,4,16,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
12932,RenaultClio,Compact,15485,28337,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
12933,RenaultClio,Sedans,13950,11100,87,Used,Cloth-Black,1.197,BENZINE,13,3,14,2018.0,Red,4.0,5,Automatic,5.4,6.8,120
12934,RenaultClio,Compact,15599,0,88,Pre-registered,Partleather-Black,1.197,BENZINE,17,4,16,2018.0,Grey,5.0,5,Automatic,5.3,6.8,120
12935,RenaultClio,Compact,15485,28337,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
12936,RenaultClio,Sedans,15590,21210,87,Used,Other-Black,1.197,BENZINE,13,2,13,2018.0,Grey,4.0,5,Automatic,5.4,6.8,120
12937,RenaultClio,Sedans,15600,10,66,Pre-registered,Cloth,1.461,DIESEL,9,1,12,2019.0,Grey,4.0,5,Automatic,4.1,4.3,109
12938,RenaultClio,Compact,15590,17229,87,Used,Cloth-Black,1.197,BENZINE,20,4,17,2018.0,Grey,5.0,5,Automatic,5.5,7.0,125
12939,RenaultClio,Other,15790,25899,87,Used,Other-Black,1.197,BENZINE,12,1,15,2018.0,Silver,4.0,5,Automatic,5.3,6.8,126
12940,RenaultClio,Other,15790,25917,88,Used,Black,1.197,BENZINE,12,1,15,2018.0,Grey,4.0,5,Automatic,5.3,6.8,126
12941,RenaultClio,Sedans,15790,12671,87,Employee'scar,Cloth-Black,1.197,BENZINE,12,2,14,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
12942,RenaultClio,Compact,15928,100,88,Used,Cloth,1.197,BENZINE,11,1,8,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12943,RenaultClio,Compact,15928,100,88,Pre-registered,Cloth,1.197,BENZINE,15,2,9,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12944,RenaultClio,Compact,15928,100,88,Used,Cloth,1.197,BENZINE,13,1,9,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12945,RenaultClio,Compact,15928,100,88,Used,Cloth,1.197,BENZINE,13,2,12,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12946,RenaultClio,Sedans,15990,9800,66,Used,Other,1.461,DIESEL,12,1,11,2018.0,Red,4.0,5,Automatic,3.2,3.3,82
12947,RenaultClio,Sedans,15990,3356,88,Used,Other,1.197,BENZINE,12,1,11,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
12948,RenaultClio,Other,15990,13905,87,Used,Other-Black,1.197,BENZINE,15,1,15,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
12949,RenaultClio,Stationwagon,15990,5509,88,Used,Other,1.197,BENZINE,12,2,11,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
12950,RenaultClio,Sedans,15990,22869,66,Used,Other,1.461,DIESEL,12,1,11,2018.0,Grey,4.0,5,Automatic,3.2,3.3,82
12951,RenaultClio,Stationwagon,15990,21085,66,Used,Other,1.461,DIESEL,12,2,11,2018.0,White,5.0,5,Automatic,3.2,3.3,82
12952,RenaultClio,Sedans,15990,5264,88,Used,Other,1.197,BENZINE,12,1,11,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
12953,RenaultClio,Other,15990,5711,87,Used,alcantara-Black,1.197,BENZINE,13,1,13,2018.0,Silver,4.0,5,Automatic,5.4,6.8,120
12954,RenaultClio,Other,15990,19428,87,Used,Black,1.197,BENZINE,12,1,15,2018.0,Black,4.0,5,Automatic,5.3,6.8,126
12955,RenaultClio,Compact,15950,9000,87,Employee'scar,Partleather-Black,1.197,BENZINE,16,3,14,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12956,RenaultClio,Stationwagon,15950,13956,87,Used,Other,1.197,BENZINE,11,3,11,2016.0,Red,5.0,5,Automatic,5.4,6.8,120
12957,RenaultClio,Compact,15950,3744,88,Used,Fullleather,1.197,BENZINE,6,2,7,2017.0,Blue,5.0,5,Automatic,5.4,6.8,120
12958,RenaultClio,Other,15990,6305,87,Used,alcantara-Black,1.197,BENZINE,13,1,13,2018.0,Red,4.0,5,Automatic,5.4,6.8,120
12959,RenaultClio,Sedans,15950,6000,66,Used,Partleather-Black,1.461,DIESEL,20,2,16,2018.0,Red,4.0,5,Automatic,3.5,3.9,92
12960,RenaultClio,Compact,15950,7500,87,Used,Cloth-Black,1.197,BENZINE,15,2,14,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12961,RenaultClio,Compact,15928,100,88,Used,Cloth,1.197,BENZINE,13,1,9,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12962,RenaultClio,Compact,15928,100,88,Used,Cloth,1.197,BENZINE,13,2,12,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12963,RenaultClio,Compact,15905,16800,88,Used,Partleather-Black,1.197,BENZINE,17,2,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12964,RenaultClio,Compact,15928,100,88,New,Cloth,1.197,BENZINE,13,1,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12965,RenaultClio,Stationwagon,15945,63711,87,Used,Cloth-Black,1.197,BENZINE,7,1,11,2017.0,Black,5.0,5,Automatic,5.4,6.8,120
12966,RenaultClio,Compact,15920,0,88,Pre-registered,Cloth,1.197,BENZINE,12,1,8,2019.0,Black,5.0,5,Automatic,5.4,6.8,120
12967,RenaultClio,Compact,15905,19000,88,Used,Partleather-Black,1.197,BENZINE,17,2,15,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
12968,RenaultClio,Compact,15905,16200,88,Used,Partleather-Black,1.197,BENZINE,15,2,14,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
12969,RenaultClio,Sedans,15900,14280,87,Used,Partleather-Other,1.197,BENZINE,13,2,13,2018.0,Grey,4.0,5,Automatic,5.4,6.8,120
12970,RenaultClio,Sedans,15900,7954,88,Used,Other,1.197,BENZINE,12,1,11,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
12971,RenaultClio,Other,15890,14629,87,Used,Partleather-Black,1.197,BENZINE,13,1,12,2018.0,Red,4.0,5,Automatic,5.4,6.8,120
12972,RenaultClio,Sedans,15890,13995,87,Used,Black,1.197,BENZINE,15,1,12,2018.0,Grey,4.0,5,Automatic,5.3,6.8,126
12973,RenaultClio,Sedans,15900,12508,66,Used,Other,1.461,DIESEL,3,1,6,2018.0,White,4.0,5,Automatic,3.5,3.3,92
12974,RenaultClio,Compact,15900,31563,87,Used,Partleather-Black,1.197,BENZINE,14,2,12,2017.0,Black,5.0,5,Automatic,5.4,6.8,120
12975,RenaultClio,Stationwagon,15900,65550,88,Used,Partleather-Black,1.197,BENZINE,19,1,11,2016.0,White,5.0,5,Automatic,5.2,4.4,120
12976,RenaultClio,Stationwagon,15798,0,66,Pre-registered,Cloth-Black,1.461,DIESEL,13,3,13,2019.0,Grey,5.0,5,Automatic,4.0,4.3,104
12977,RenaultClio,Sedans,15875,19100,87,Used,Cloth-Other,1.197,BENZINE,16,4,14,2018.0,Silver,4.0,5,Automatic,5.3,6.8,126
12978,RenaultClio,Sedans,15850,19900,87,Employee'scar,Partleather-Black,1.197,BENZINE,19,3,18,2018.0,Grey,4.0,5,Automatic,5.5,7.0,125
12979,RenaultClio,Sedans,15780,16700,87,Used,Partleather-Black,1.197,BENZINE,13,3,14,2018.0,White,4.0,5,Automatic,5.4,6.8,120
12980,RenaultClio,Compact,15750,12956,87,Used,Other-Black,1.197,BENZINE,13,2,16,2018.0,Red,5.0,5,Automatic,5.3,6.8,126
12981,RenaultClio,Other,15750,12956,87,Used,Black,1.197,BENZINE,12,1,15,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
12982,RenaultClio,Compact,15690,100,88,Pre-registered,Cloth,1.197,BENZINE,16,3,15,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12983,RenaultClio,Compact,15750,49495,88,Used,Cloth-Black,1.197,BENZINE,9,1,11,2016.0,Black,5.0,5,Automatic,5.2,4.4,120
12984,RenaultClio,Compact,15690,100,88,Pre-registered,Other,1.197,BENZINE,13,1,5,2018.0,Red,5.0,5,Automatic,5.0,6.8,120
12985,RenaultClio,Sedans,15690,16040,87,Used,Black,1.197,BENZINE,14,1,12,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
12986,RenaultClio,Compact,15652,100,88,Used,Cloth,1.197,BENZINE,16,3,11,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12987,RenaultClio,Compact,15650,10,88,Pre-registered,Cloth-Black,1.197,BENZINE,16,2,12,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12988,RenaultClio,Sedans,15790,23650,87,Used,Other-Black,1.197,BENZINE,16,2,16,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
12989,RenaultClio,Sedans,15500,11000,87,Used,Other,1.197,BENZINE,10,1,14,2017.0,Red,4.0,5,Automatic,5.4,6.8,120
12990,RenaultClio,Sedans,15600,10,66,Pre-registered,Cloth,1.461,DIESEL,9,1,12,2019.0,Grey,4.0,5,Automatic,4.1,4.3,109
12991,RenaultClio,Compact,15650,20200,87,Used,Partleather-Black,1.197,BENZINE,18,4,14,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
12992,RenaultClio,Compact,15490,24957,87,Used,Cloth-Black,1.197,BENZINE,14,1,14,2017.0,Silver,5.0,5,Automatic,5.4,6.8,120
12993,RenaultClio,Compact,15500,11300,87,Used,Partleather-Black,1.461,BENZINE,15,4,15,2018.0,Silver,5.0,5,Automatic,5.4,6.8,120
12994,RenaultClio,Other,15490,23017,87,Used,Partleather-Black,1.197,BENZINE,15,1,13,2018.0,White,4.0,5,Automatic,5.4,6.8,120
12995,RenaultClio,Compact,15500,19847,87,Employee'scar,Partleather-Black,1.197,BENZINE,17,3,16,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12996,RenaultClio,Sedans,15490,9424,87,Used,Cloth-Black,1.197,BENZINE,12,2,14,2017.0,Blue,4.0,5,Automatic,5.3,6.8,126
12997,RenaultClio,Stationwagon,15490,10,66,Used,Other,1.461,DIESEL,12,2,11,2018.0,Black,5.0,5,Automatic,3.2,3.3,82
12998,RenaultClio,Compact,15490,19014,87,Used,Other,1.197,BENZINE,16,2,14,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
12999,RenaultClio,Other,15490,19308,87,Used,Partleather-Black,1.197,BENZINE,14,1,12,2018.0,Silver,4.0,5,Automatic,5.4,6.8,120
13000,RenaultClio,Compact,15485,28337,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13001,RenaultClio,Compact,15485,22439,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13002,RenaultClio,Compact,15485,22439,87,Employee'scar,Partleather,1.197,BENZINE,15,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13003,RenaultClio,Compact,15485,28337,87,Employee'scar,Partleather,1.197,BENZINE,15,3,13,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13004,RenaultClio,Compact,14990,14980,87,Used,Partleather-Black,1.197,BENZINE,20,6,17,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13005,RenaultClio,Stationwagon,14990,13900,87,Used,Partleather-Black,1.197,BENZINE,18,5,13,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
13006,RenaultClio,Compact,14990,20261,86,Used,Other,1.461,BENZINE,19,1,69,2016.0,Grey,5.0,5,Automatic,5.4,6.8,120
13007,RenaultClio,Other,14990,14424,87,Used,Other-Black,1.197,BENZINE,15,1,13,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
13008,RenaultClio,Sedans,14990,28059,66,Used,Other,1.461,DIESEL,1,1,6,2018.0,Grey,4.0,5,Automatic,3.9,3.3,92
13009,RenaultClio,Stationwagon,14987,0,66,New,Other,1.461,DIESEL,19,1,69,2019.0,Black,5.0,5,Automatic,3.0,3.0,82
13010,RenaultClio,Sedans,15200,3500,66,Employee'scar,Other,1.461,DIESEL,8,1,10,2018.0,Black,4.0,5,Automatic,3.5,3.9,92
13011,RenaultClio,Sedans,15490,10,66,Used,Other,1.461,DIESEL,1,1,6,2018.0,Grey,4.0,5,Automatic,3.5,3.3,92
13012,RenaultClio,Sedans,15000,58000,162,Used,Cloth-Black,1.618,BENZINE,7,2,11,2016.0,White,4.0,5,Automatic,5.9,7.6,135
13013,RenaultClio,Compact,14990,17081,87,Used,Cloth-Black,1.197,BENZINE,14,2,11,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
13014,RenaultClio,Sedans,14990,8900,88,Used,Cloth-Grey,1.197,BENZINE,13,1,7,2016.0,Grey,4.0,5,Automatic,5.4,6.8,120
13015,RenaultClio,Compact,14985,26077,87,Employee'scar,Partleather-Other,1.197,BENZINE,15,3,13,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
13016,RenaultClio,Stationwagon,14987,0,66,New,Other,1.461,DIESEL,19,1,69,2019.0,Black,5.0,5,Automatic,3.0,3.0,82
13017,RenaultClio,Compact,14985,26077,87,Employee'scar,Partleather-Other,1.197,BENZINE,18,3,15,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
13018,RenaultClio,Stationwagon,14980,22494,87,Used,Cloth-Grey,1.197,BENZINE,17,3,14,2016.0,Black,5.0,5,Automatic,5.4,6.8,120
13019,RenaultClio,Sedans,14990,14500,87,Employee'scar,Partleather-Black,1.197,BENZINE,18,4,16,2018.0,Silver,4.0,5,Automatic,5.4,6.8,120
13020,RenaultClio,Compact,14950,42999,66,Used,Cloth-Black,1.461,DIESEL,10,1,11,2016.0,Red,5.0,5,Automatic,3.7,4.3,136
13021,RenaultClio,Sedans,14950,1386,87,Used,Cloth-Black,1.197,BENZINE,11,3,12,2017.0,Grey,4.0,5,Automatic,5.4,6.8,120
13022,RenaultClio,Stationwagon,14950,53332,88,Used,Cloth,1.197,BENZINE,12,1,11,2016.0,Grey,5.0,5,Automatic,5.4,6.8,120
13023,RenaultClio,Sedans,14950,15912,87,Employee'scar,Cloth-Black,1.197,BENZINE,15,2,14,2018.0,Red,4.0,5,Automatic,5.4,6.8,120
13024,RenaultClio,Compact,14950,22013,90,Used,Other,1.461,DIESEL,19,1,69,2017.0,Grey,5.0,5,Automatic,3.2,3.3,117
13025,RenaultClio,Sedans,14950,6649,87,Employee'scar,Cloth-Black,1.197,BENZINE,15,2,14,2018.0,White,4.0,5,Automatic,5.4,6.8,120
13026,RenaultClio,Compact,14950,15689,90,Used,Other,1.461,DIESEL,19,1,69,2017.0,Red,5.0,5,Automatic,3.2,3.3,117
13027,RenaultClio,Sedans,14950,12000,87,Used,Partleather-Grey,1.197,BENZINE,14,2,10,2017.0,Silver,4.0,5,Automatic,5.4,6.8,120
13028,RenaultClio,Sedans,14940,22638,87,Used,Partleather-Black,1.197,BENZINE,12,4,11,2018.0,Grey,4.0,5,Automatic,5.4,6.8,120
13029,RenaultClio,Stationwagon,14990,53800,88,Used,Other,1.197,BENZINE,5,1,7,2017.0,Blue,5.0,5,Automatic,5.4,6.8,120
13030,RenaultClio,Other,14990,16130,88,Used,Black,1.197,BENZINE,14,1,12,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
13031,RenaultClio,Stationwagon,14990,22607,66,Used,Other,1.461,DIESEL,10,2,6,2017.0,Black,5.0,5,Automatic,3.2,3.3,82
13032,RenaultClio,Stationwagon,14990,11687,88,Used,Other,1.197,BENZINE,3,1,6,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13033,RenaultClio,Sedans,14990,34334,66,Used,Partleather-Grey,1.461,DIESEL,22,6,21,2018.0,Blue,4.0,5,Automatic,4.0,4.3,92
13034,RenaultClio,Stationwagon,14990,35912,66,Used,Other,1.197,DIESEL,3,1,6,2017.0,White,5.0,5,Automatic,3.9,3.3,92
13035,RenaultClio,Compact,14990,23000,87,Used,Partleather-Black,1.197,BENZINE,17,3,14,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13036,RenaultClio,Sedans,14990,27900,87,Used,Fullleather-Black,1.197,BENZINE,18,5,12,2016.0,Red,4.0,5,Automatic,5.4,6.8,128
13037,RenaultClio,Compact,14990,14400,87,Used,Partleather-Black,1.197,BENZINE,17,3,14,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13038,RenaultClio,Sedans,14990,28517,87,Used,Cloth,1.197,BENZINE,15,4,11,2016.0,Red,4.0,5,Automatic,5.4,6.8,120
13039,RenaultClio,Compact,14990,24400,87,Used,Partleather-Black,1.197,BENZINE,17,3,14,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
13040,RenaultClio,Compact,14990,25600,87,Used,Partleather-Black,1.197,BENZINE,17,3,14,2018.0,Red,5.0,5,Automatic,5.4,6.8,120
13041,RenaultClio,Sedans,14990,19528,88,Used,Other,1.197,BENZINE,3,1,6,2017.0,Red,4.0,5,Automatic,5.4,6.8,120
13042,RenaultClio,Compact,14990,16600,87,Used,Partleather-Black,1.197,BENZINE,18,3,16,2018.0,White,5.0,5,Automatic,5.4,6.8,120
13043,RenaultClio,Compact,15485,28337,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13044,RenaultClio,Compact,15485,22735,87,Employee'scar,Partleather,1.197,BENZINE,15,3,13,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13045,RenaultClio,Compact,15485,27188,87,Employee'scar,Partleather,1.197,BENZINE,14,2,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13046,RenaultClio,Compact,15485,27188,87,Employee'scar,Partleather,1.197,BENZINE,16,2,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13047,RenaultClio,Compact,15485,21939,87,Employee'scar,Partleather,1.197,BENZINE,15,2,13,2018.0,Grey,5.0,5,Automatic,5.4,6.8,120
13048,RenaultClio,Compact,15485,27188,87,Employee'scar,Partleather,1.197,BENZINE,16,2,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13049,RenaultClio,Compact,15485,27188,87,Employee'scar,Partleather,1.197,BENZINE,16,2,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13050,RenaultClio,Compact,15485,19377,87,Employee'scar,Partleather,1.197,BENZINE,15,3,13,2018.0,White,5.0,5,Automatic,5.4,6.8,120
13051,RenaultClio,Compact,15485,19377,87,Employee'scar,Partleather,1.197,BENZINE,17,3,15,2018.0,White,5.0,5,Automatic,5.4,6.8,120
13052,RenaultClio,Compact,15485,27188,87,Employee'scar,Partleather,1.197,BENZINE,16,2,15,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13053,RenaultClio,Sedans,15480,16100,87,Used,Partleather-Grey,1.197,BENZINE,13,2,15,2018.0,Red,4.0,5,Automatic,5.3,6.8,126
13054,RenaultClio,Sedans,15480,21900,87,Used,Cloth-Black,1.197,BENZINE,12,1,9,2018.0,Grey,4.0,5,Automatic,5.3,6.8,126
13055,RenaultClio,Sedans,15480,6586,88,Used,Other,1.197,BENZINE,12,1,11,2018.0,Grey,4.0,5,Automatic,5.4,6.8,120
13056,RenaultClio,Compact,15470,17456,87,Used,Partleather-Black,1.197,BENZINE,17,2,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13057,RenaultClio,Compact,15450,52972,88,Used,Other,1.197,BENZINE,12,3,12,2016.0,Red,5.0,5,Automatic,5.2,6.8,120
13058,RenaultClio,Compact,15450,17790,87,Used,Partleather-Black,1.197,BENZINE,17,3,15,2018.0,Red,5.0,5,Automatic,5.3,6.8,126
13059,RenaultClio,Sedans,15400,36780,66,Used,Other,1.461,DIESEL,10,1,7,2017.0,Black,4.0,5,Automatic,3.5,3.9,92
13060,RenaultClio,Compact,15290,13520,86,Used,Other,1.197,BENZINE,19,1,69,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
13061,RenaultClio,Other,13900,31011,88,Used,Other,1.197,BENZINE,6,1,69,2017.0,Grey,4.0,5,Automatic,5.4,6.8,120
13062,RenaultClio,Sedans,13900,42504,88,Used,Black,1.197,BENZINE,19,1,69,2016.0,Grey,4.0,5,Automatic,5.4,6.8,120
13063,RenaultClio,Compact,13850,6800,87,Used,Other,1.197,BENZINE,15,2,16,2017.0,Red,5.0,5,Automatic,5.4,6.8,120
13064,RenaultClio,Sedans,13800,12000,87,Used,Other,1.197,BENZINE,13,2,18,2017.0,Black,4.0,5,Automatic,5.4,6.8,120
13065,RenaultClio,Sedans,13800,13500,66,Used,Other,1.461,DIESEL,7,1,10,2017.0,Grey,4.0,5,Automatic,3.5,3.9,105
13066,RenaultClio,Stationwagon,13800,35000,87,Used,Other,1.197,BENZINE,7,2,13,2016.0,Black,5.0,5,Automatic,5.4,6.8,120
13067,RenaultClio,Sedans,13800,20110,66,Used,Cloth-Black,1.461,DIESEL,11,2,10,2018.0,White,4.0,5,Automatic,3.5,3.9,92
13068,RenaultClio,Sedans,13800,11000,66,Used,Partleather-Red,1.461,DIESEL,19,3,15,2017.0,Red,4.0,5,Automatic,3.5,3.9,92
13069,RenaultClio,Sedans,13690,28300,87,Used,Cloth-Other,1.197,BENZINE,13,2,12,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
13070,RenaultClio,Stationwagon,13690,37083,88,Used,Other,1.197,BENZINE,12,2,11,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
13071,RenaultClio,Compact,13670,17087,88,Used,Other,1.197,BENZINE,11,1,13,2017.0,White,5.0,5,Automatic,5.3,6.8,118
13072,RenaultClio,Sedans,13600,0,66,New,Other,1.461,DIESEL,2,1,9,2019.0,Blue,4.0,5,Automatic,4.1,4.3,109
13073,RenaultClio,Sedans,13600,1,66,Pre-registered,Other,1.461,DIESEL,2,1,9,2019.0,Blue,4.0,5,Automatic,4.1,4.3,109
13074,RenaultClio,Stationwagon,13550,9500,66,Used,Other,1.461,DIESEL,12,2,10,2018.0,Grey,5.0,5,Automatic,3.5,3.9,92
13075,RenaultClio,Compact,13500,70760,87,Used,Cloth-Grey,1.197,BENZINE,6,1,11,2016.0,Grey,5.0,5,Automatic,5.4,6.8,120
13076,RenaultClio,Sedans,13500,34500,66,Used,Cloth-Black,1.461,DIESEL,10,3,10,2017.0,Black,4.0,5,Automatic,3.5,3.9,92
13077,RenaultClio,Compact,14925,50253,88,Used,Cloth,1.197,BENZINE,9,1,12,2017.0,Grey,5.0,5,Automatic,5.4,6.8,120
13078,RenaultClio,Sedans,14900,36500,88,Used,Other,1.197,BENZINE,10,1,8,2017.0,Blue,4.0,5,Automatic,5.4,6.8,120
13079,RenaultClio,Sedans,14900,4523,66,Used,Other,1.461,DIESEL,1,1,6,2017.0,Grey,4.0,5,Automatic,3.2,3.3,82
13080,RenaultClio,Stationwagon,14900,75161,87,Used,Cloth-Black,1.197,BENZINE,10,2,8,2017.0,Black,5.0,5,Automatic,5.4,6.8,120
13081,RenaultClio,Sedans,14890,17286,87,Used,Cloth-Other,1.197,BENZINE,12,1,10,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
13082,RenaultClio,Stationwagon,14890,19500,87,Used,Partleather-Black,1.197,BENZINE,16,6,13,2017.0,Black,5.0,5,Automatic,5.4,6.8,120
13083,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13084,RenaultClio,Compact,14899,990,87,Used,Cloth-Black,1.197,BENZINE,11,1,14,2018.0,White,5.0,5,Automatic,5.4,6.8,120
13085,RenaultClio,Sedans,14900,2347,87,Used,Cloth,1.197,BENZINE,7,1,14,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
13086,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,12,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13087,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13088,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13089,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13090,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,12,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13091,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
13092,RenaultClio,Stationwagon,14870,24473,87,Used,Cloth-Black,1.197,BENZINE,11,3,13,2018.0,Black,5.0,5,Automatic,5.4,6.8,120
